instance_id,text,tokens,tags
1119,"Die USA sollte die Hamas zur Freilassung der Geiseln und zur Kapitulation zwingen, dann wäre die Situation für die Palaestinser die jetzt besteht zu Ende","['Die', 'USA', 'sollte', 'die', 'Ham', '##as', 'zur', 'Freilassung', 'der', 'Geisel', '##n', 'und', 'zur', 'Kapit', '##ulation', 'zwingen', ',', 'dann', 'wäre', 'die', 'Situation', 'für', 'die', 'Pal', '##ae', '##stin', '##ser', 'die', 'jetzt', 'besteht', 'zu', 'Ende']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
971,"Wir erleben eine immense Radikalisierung durch Israels Krieg gegen Gaza.

Es ist schockierend radikal, geradezu extremistisch, Israels Kriegsverbrechen in Gaza zu verteidigen, zu relativieren, zu verschweigen.

Die einzig völkerrechtlich vertretbare und somit mäßigende und moralisch korrekte Forderung ist deshalb die einer sofortigen Waffenruhe.

Wer das nicht unterschreiben kann, ist ein Teil dieser Radikalisierung.","['Wir', 'erleben', 'eine', 'imm', '##ens', '##e', 'Rad', '##ikal', '##isierung', 'durch', 'Israels', 'Krieg', 'gegen', 'Gaz', '##a', '.', 'Es', 'ist', 'sch', '##ock', '##ierend', 'radikal', ',', 'geradezu', 'extrem', '##istisch', ',', 'Israels', 'Kriegs', '##verbrechen', 'in', 'Gaz', '##a', 'zu', 'verteidigen', ',', 'zu', 'relativ', '##ieren', ',', 'zu', 'verschw', '##eigen', '.', 'Die', 'einzig', 'völker', '##rechtlich', 'vertretbar', '##e', 'und', 'somit', 'mäß', '##igende', 'und', 'moral', '##isch', 'korrekt', '##e', 'Forderung', 'ist', 'deshalb', 'die', 'einer', 'sofortigen', 'Waffen', '##ruhe', '.', 'Wer', 'das', 'nicht', 'untersch', '##reiben', 'kann', ',', 'ist', 'ein', 'Teil', 'dieser', 'Rad', '##ikal', '##isierung', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'B-negative', 'B-negative', 'O', 'O', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'O', 'O', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O']"
841,Klimawandel hat es immer gegeben und wird es auch weirerhin geben so ist es da braucht man keinen experten dazu der einen irgendwas erklären will,"['Klima', '##wandel', 'hat', 'es', 'immer', 'gegeben', 'und', 'wird', 'es', 'auch', 'wei', '##re', '##r', '##hin', 'geben', 'so', 'ist', 'es', 'da', 'braucht', 'man', 'keinen', 'exper', '##ten', 'dazu', 'der', 'einen', 'irgend', '##was', 'erklären', 'will']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'O']"
1082,"Der Unterschied zwischen Auschwitz und Gaza:

Die Auschwitz-Häftlinge fürchteten, dass die Welt nicht glauben wird, was dort geschah.

Die Gaza-Häftlinge wissen seit über 76 Jahren, dass ihnen der Westen nicht glaubt. 

Daraus erwuchs ihre Stärke.
Israel hasst das.","['Der', 'Unterschied', 'zwischen', 'Auschwitz', 'und', 'Gaz', '##a', ':', 'Die', 'Auschwitz', '-', 'Häftlinge', 'für', '##chteten', ',', 'dass', 'die', 'Welt', 'nicht', 'glauben', 'wird', ',', 'was', 'dort', 'geschah', '.', 'Die', 'Gaz', '##a', '-', 'Häftlinge', 'wissen', 'seit', 'über', '76', 'Jahren', ',', 'dass', 'ihnen', 'der', 'Westen', 'nicht', 'glaubt', '.', 'Daraus', 'erw', '##uchs', 'ihre', 'Stärke', '.', 'Israel', 'ha', '##sst', 'das', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
406,"Solidarität mit Israel ist die einzig logische Konsequenz von “nie wieder”. Wer etwas anderes meint, hat den Holocaust nicht verstanden.","['Solidarität', 'mit', 'Israel', 'ist', 'die', 'einzig', 'log', '##ische', 'Konsequenz', 'von', '[UNK]', 'nie', 'wieder', '[UNK]', '.', 'Wer', 'etwas', 'anderes', 'meint', ',', 'hat', 'den', 'Holocaust', 'nicht', 'verstanden', '.']","['O', 'B-positive', 'O', 'O', 'O', 'O', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
312,"Das wäre ein Anfang, diesen wahnsinnigen Krieg zu beenden.","['Das', 'wäre', 'ein', 'Anfang', ',', 'diesen', 'wa', '##hn', '##sinn', '##igen', 'Krieg', 'zu', 'beenden', '.']","['O', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'O']"
655,"Im Radio säuselt Cindy Lauper, die Nachrichtensprecher berichten unwichtiges Zeug. Der #Genozid wird, wie am Schreibtisch geplant, ausgeführt.

""Wir haben von nichts gewusst.""

#Rafah #Israel #Palestine","['Im', 'Radio', 'sä', '##use', '##lt', 'Cin', '##dy', 'Lau', '##per', ',', 'die', 'Nachrichten', '##sprecher', 'berichten', 'un', '##wicht', '##iges', 'Zeug', '.', 'Der', '#', 'Gen', '##ozi', '##d', 'wird', ',', 'wie', 'am', 'Schreibt', '##isch', 'geplant', ',', 'ausgeführt', '.', '""', 'Wir', 'haben', 'von', 'nichts', 'gewusst', '.', '""', '#', 'Raf', '##ah', '#', 'Israel', '#', 'Pal', '##est', '##ine']","['O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
225,"Ihr könnt es drehen und wenden wie ihr wollt, wir wissen was wirklich abgeht. Wir wissen auch sehr wohl, dass die deutschen Medien dem deutschen Volk eine bestimmte Meinung indoktrinieren will. Hauptsache es wird nur seitens der Palästinenser alles hinterfragt, aber nichts seitens Israels. Wer auf sowas reinfällt, ist der Manipulation erfolgreich ausgesetzt worden. #FreePalestine","['Ihr', 'kön', '##nt', 'es', 'drehen', 'und', 'wenden', 'wie', 'ihr', 'woll', '##t', ',', 'wir', 'wissen', 'was', 'wirklich', 'abge', '##ht', '.', 'Wir', 'wissen', 'auch', 'sehr', 'wohl', ',', 'dass', 'die', 'deutschen', 'Medien', 'dem', 'deutschen', 'Volk', 'eine', 'bestimmte', 'Meinung', 'ind', '##ok', '##tr', '##inie', '##ren', 'will', '.', 'Hauptsache', 'es', 'wird', 'nur', 'seitens', 'der', 'Palästinenser', 'alles', 'hinter', '##fragt', ',', 'aber', 'nichts', 'seitens', 'Israels', '.', 'Wer', 'auf', 'so', '##was', 'rein', '##fällt', ',', 'ist', 'der', 'Manip', '##ulation', 'erfolgreich', 'ausgesetzt', 'worden', '.', '#', 'Free', '##Pal', '##est', '##ine']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O']"
850,"Sowohl die Israelis, als auch die Ukrainer, haben Narrenfreiheit. Niemand interessiert es, wieviele sie töten.","['Sowohl', 'die', 'Israel', '##is', ',', 'als', 'auch', 'die', 'Ukraine', '##r', ',', 'haben', 'Nar', '##ren', '##freiheit', '.', 'Niemand', 'interessiert', 'es', ',', 'wie', '##viel', '##e', 'sie', 'töten', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'O', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O']"
473,"Kleine Nachhilfe: Ein paar hunderttausend Grüne sind nicht die Mehrheit in einem Land mit über 80 Millionen Einwohner. Wir sprechen uns nochmal, wenn ihr Grünen bei der Europawahl eine Klatsche bekommen habt und hinter der AfD steht...","['Kleine', 'Nach', '##hilfe', ':', 'Ein', 'paar', 'hundert', '##tausend', 'Grüne', 'sind', 'nicht', 'die', 'Mehrheit', 'in', 'einem', 'Land', 'mit', 'über', '80', 'Millionen', 'Einwohner', '.', 'Wir', 'sprechen', 'uns', 'noch', '##mal', ',', 'wenn', 'ihr', 'Grünen', 'bei', 'der', 'Europa', '##wahl', 'eine', 'Kla', '##ts', '##che', 'bekommen', 'hab', '##t', 'und', 'hinter', 'der', 'AfD', 'steht', '.', '.', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
464,Peinlich wer AfD wählt,"['Pe', '##in', '##lich', 'wer', 'AfD', 'wählt']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
899,"Einfach nur traurig, wie viele Menschen dort leiden und sterben müssen, weil Russland geographisch gerne wieder in die Zeiten der UdSSR zurück will…","['Einfach', 'nur', 'traur', '##ig', ',', 'wie', 'viele', 'Menschen', 'dort', 'leiden', 'und', 'sterben', 'müssen', ',', 'weil', 'Russland', 'ge', '##ograph', '##isch', 'gerne', 'wieder', 'in', 'die', 'Zeiten', 'der', 'UdSSR', 'zurück', 'will', '[UNK]']","['O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1063,"""Innere Angelegenheiten"" aber auf dem Territorium von der Ukraine rumtanzen🤔","['""', 'Innere', 'Angelegenheiten', '""', 'aber', 'auf', 'dem', 'Territorium', 'von', 'der', 'Ukraine', '[UNK]']","['O', 'O', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O']"
834,"Klimawandel gab es schon immer und selbst wenn der jetzige durch den Menschen schneller voran schreitet, ist es mir sowas von egal...bis ich die Stiefmütterchen von unten sehe, blühen sie hoffentlich das ganze Jahr durch 😜","['Klima', '##wandel', 'gab', 'es', 'schon', 'immer', 'und', 'selbst', 'wenn', 'der', 'jetz', '##ige', 'durch', 'den', 'Menschen', 'schneller', 'voran', 'sch', '##reitet', ',', 'ist', 'es', 'mir', 'so', '##was', 'von', 'egal', '.', '.', '.', 'bis', 'ich', 'die', 'Stief', '##müt', '##ter', '##chen', 'von', 'unten', 'sehe', ',', 'blü', '##hen', 'sie', 'hoffen', '##tlich', 'das', 'ganze', 'Jahr', 'durch', '[UNK]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'O']"
491,"Mir fällt hier in den Kommentaren gerade eine weitere Strategie der AfD auf: ""Ich wähle nicht die AfD, schlage mich aber trotzdem auf deren Seite... "". Soll wohl vorgaukeln, dass die Mitte der Gesellschaft sie akzeptiert. Dazu kann ich nur sagen: Nö! #wirsindmehr","['Mir', 'fällt', 'hier', 'in', 'den', 'Kommentare', '##n', 'gerade', 'eine', 'weitere', 'Strategie', 'der', 'AfD', 'auf', ':', '""', 'Ich', 'w', '##ähle', 'nicht', 'die', 'AfD', ',', 'schl', '##age', 'mich', 'aber', 'trotzdem', 'auf', 'deren', 'Seite', '.', '.', '.', '""', '.', 'Soll', 'wohl', 'vor', '##gau', '##keln', ',', 'dass', 'die', 'Mitte', 'der', 'Gesellschaft', 'sie', 'akzeptiert', '.', 'Dazu', 'kann', 'ich', 'nur', 'sagen', ':', 'N', '##ö', '!', '#', 'wir', '##s', '##ind', '##mehr']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
865,"AfD: ""Wir stehen für das christliche Abendland!"" Deutsche Kirchen: ""The fuck you are!""","['AfD', ':', '""', 'Wir', 'stehen', 'für', 'das', 'christliche', 'Abend', '##land', '!', '""', 'Deutsche', 'Kirchen', ':', '""', 'The', 'f', '##uck', 'you', 'ar', '##e', '!', '""']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O']"
848,"Deutschlands Dümmste im Corona Impfwahn. Wird Euch Eurer hirntotes Gesülze nicht so langsam selbst peinlich? Wir Geimpften erfreuen uns unserer Gesundheit und wir werden in einigen Jahrzehnten, in einem hohen Alter, eines natürlichen Todes sterben. 😂","['Deutschlands', 'Dü', '##mm', '##ste', 'im', 'Cor', '##ona', 'Impf', '##wa', '##hn', '.', 'Wird', 'Eu', '##ch', 'Eur', '##er', 'h', '##irn', '##to', '##tes', 'Ges', '##ül', '##ze', 'nicht', 'so', 'langsam', 'selbst', 'pein', '##lich', '?', 'Wir', 'Gei', '##m', '##pft', '##en', 'erf', '##reuen', 'uns', 'unserer', 'Gesundheit', 'und', 'wir', 'werden', 'in', 'einigen', 'Jahrzehnten', ',', 'in', 'einem', 'hohen', 'Alter', ',', 'eines', 'natürlichen', 'Todes', 'sterben', '.', '[UNK]']","['O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O']"
415,"Wenn Soldaten sich als Ärzte verkleiden um in ein Krankenhaus reinzukommen und dort unbewaffnete verwundete Personen auszuschalten ist das ein Verbrechen. 
Die Genfer Konvention und das Besatzungsrecht fangen nicht bei der Zerstörung von Architektur an","['Wenn', 'Soldaten', 'sich', 'als', 'Ärzte', 'verk', '##leiden', 'um', 'in', 'ein', 'Krankenhaus', 'rein', '##zukommen', 'und', 'dort', 'unbe', '##waff', '##nete', 'verwundet', '##e', 'Personen', 'auszu', '##schalten', 'ist', 'das', 'ein', 'Verbrechen', '.', 'Die', 'Genfer', 'Konvention', 'und', 'das', 'Besatzungs', '##recht', 'fa', '##n', '##gen', 'nicht', 'bei', 'der', 'Zerstörung', 'von', 'Architektur', 'an']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1205,"Dass Israel unter Netanjahu stark gesunken ist, damit gebe ich Ihnen Recht. Doch Israel ist unabhängig vom Regierungschef auch ein Volk. Die Sicherheit dieses Volkes ist unabhängig seiner Regierung deutsche Staatsraison. Wer Netanjahu und seine ultra rechte Regierung kritisiert, ist kein Antisemit.","['Dass', 'Israel', 'unter', 'Net', '##an', '##jah', '##u', 'stark', 'gesunken', 'ist', ',', 'damit', 'gebe', 'ich', 'Ihnen', 'Recht', '.', 'Doch', 'Israel', 'ist', 'unabhängig', 'vom', 'Regierungschef', 'auch', 'ein', 'Volk', '.', 'Die', 'Sicherheit', 'dieses', 'Volkes', 'ist', 'unabhängig', 'seiner', 'Regierung', 'deutsche', 'Staats', '##ra', '##ison', '.', 'Wer', 'Net', '##an', '##jah', '##u', 'und', 'seine', 'u', '##lt', '##ra', 'rechte', 'Regierung', 'kritisiert', ',', 'ist', 'kein', 'Antisemit', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1046,"Klimaschutz geht nur sozial gerecht. Wir fahren zusammen, wir streiken zusammen! 💚🔥","['Klimaschutz', 'geht', 'nur', 'sozial', 'gerecht', '.', 'Wir', 'fahren', 'zusammen', ',', 'wir', 'stre', '##iken', 'zusammen', '!', '[UNK]']","['O', 'O', 'O', 'O', 'B-positive', 'B-positive', 'O', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'O']"
979,Israel verhält sich schäbig bei der Nahrungsmittelversorgung Gazas,"['Israel', 'verhält', 'sich', 'sch', '##ä', '##big', 'bei', 'der', 'Nahrungsmittel', '##versorgung', 'Gaz', '##as']","['O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
558,"Die Sorge um Ungeimpfte war berechtigt.
Heute wissen wir, dass das allgemeine Sterberisiko, das Risiko an Long-Covid zu erkranken und auf rechte und russische Lügenpropaganda reinzufallen für Ungeimpfte erheblich höher war als für Geimpfte.
Bhakdi hat Euch Trottel verarscht.
","['Die', 'Sorge', 'um', 'Unge', '##impf', '##te', 'war', 'berechtigt', '.', 'Heute', 'wissen', 'wir', ',', 'dass', 'das', 'allgemeine', 'Sterbe', '##risiko', ',', 'das', 'Risiko', 'an', 'Long', '-', 'Co', '##vid', 'zu', 'erkran', '##ken', 'und', 'auf', 'rechte', 'und', 'russische', 'Lü', '##gen', '##pro', '##pag', '##anda', 'rein', '##zuf', '##allen', 'für', 'Unge', '##impf', '##te', 'erheblich', 'höher', 'war', 'als', 'für', 'Gei', '##m', '##pft', '##e', '.', 'B', '##ha', '##k', '##di', 'hat', 'Eu', '##ch', 'Tro', '##tt', '##el', 'ver', '##ars', '##cht', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O']"
264,"Wenn der Klimawandel so schlimm ist, wieso schaltete man Kernkraftwerke ab und baute Kohlekraftwerke???","['Wenn', 'der', 'Klima', '##wandel', 'so', 'schlimm', 'ist', ',', 'wies', '##o', 'sch', '##altete', 'man', 'Kern', '##kraftwerke', 'ab', 'und', 'baute', 'Kohle', '##kraftwerke', '?', '?', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1165,Die Ukraine fordert die Aufnahme in die EU und NATO. Dies hat sie - im Gegensatz zu allen anderen Ex-Sowjet Nationen - nie erreicht.,"['Die', 'Ukraine', 'fordert', 'die', 'Aufnahme', 'in', 'die', 'EU', 'und', 'NATO', '.', 'Dies', 'hat', 'sie', '-', 'im', 'Gegensatz', 'zu', 'allen', 'anderen', 'Ex', '-', 'Sowjet', 'Nationen', '-', 'nie', 'erreicht', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
714,"Ich habe die Schnauze so voll von den Putin trollen. Wenn ihr Putin so huldigt, dann haut doch ab nach Russland er sucht eh nach Kanonenfutter. Euch Spinnern trauert keiner nach ihr Wichser.😡💩","['Ich', 'habe', 'die', 'Schn', '##au', '##ze', 'so', 'voll', 'von', 'den', 'Putin', 't', '##rollen', '.', 'Wenn', 'ihr', 'Putin', 'so', 'h', '##uld', '##igt', ',', 'dann', 'ha', '##ut', 'doch', 'ab', 'nach', 'Russland', 'er', 'sucht', 'e', '##h', 'nach', 'Kanonen', '##f', '##utter', '.', 'Eu', '##ch', 'Sp', '##inner', '##n', 'tra', '##uert', 'keiner', 'nach', 'ihr', 'W', '##ich', '##ser', '.', '[UNK]']","['O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O']"
1126,Die Palästinenser in Gaza stehen freiwillig zu 100% hinter einer Terrororganisation und schenken der Hamas ihre Kinder. Die haben über ihr Schicksal freiwillig und ganz bewusst entschieden. Kein Einziger dort unten tut mir leid.,"['Die', 'Palästinenser', 'in', 'Gaz', '##a', 'stehen', 'freiwillig', 'zu', '100', '%', 'hinter', 'einer', 'Terror', '##organisation', 'und', 'sch', '##enken', 'der', 'Ham', '##as', 'ihre', 'Kinder', '.', 'Die', 'haben', 'über', 'ihr', 'Schicksal', 'freiwillig', 'und', 'ganz', 'bewusst', 'entschieden', '.', 'Kein', 'Ein', '##ziger', 'dort', 'unten', 'tut', 'mir', 'lei', '##d', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O']"
101,War doch abzusehen. Nieder mit der Ampel,"['War', 'doch', 'abzu', '##sehen', '.', 'Nieder', 'mit', 'der', 'Amp', '##el']","['O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O']"
1426,"""die Erde fackelt ab""

Wenn dann auch das dumme Gequatsche aufhört, soll mir das recht sein ....","['""', 'die', 'Erde', 'fa', '##ckel', '##t', 'ab', '""', 'Wenn', 'dann', 'auch', 'das', 'du', '##mm', '##e', 'Ge', '##qu', '##atsch', '##e', 'auf', '##hört', ',', 'soll', 'mir', 'das', 'recht', 'sein', '.', '.', '.', '.']","['O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
