instance_id,displayed_text,label,label_id
791,"KREML-PUTIN zestört Alles was Ihm im Weg ist, danach retten die USA die Ukraine und jemand in Ruskieland erbarmt sich Vladi, danach habe fertig, eine neue Ukraine wird aufgebaut und wir beweinen wie ehren alle Verletzten wie gefallenen im Kreml Russland Ukraine Krieg. Inklusive Alexey Nawalny.",neutral,1
565,"Heldenwanderung in Bautzen. Man bräuchte Leute, die auch auf Frauen und Kinder schießen. Die Erzählungen der von Storch 1:1 bei der Höcke-Jugend. Arbeitslager für Migranten in denen es nur das Nötigste zu essen gibt. ""Alle Juden deportieren"". Die AfD hat ihre Jugend nicht im Griff fördert aktiv die braune Nazibrut. Wer Rechtsfaschisten wählt, will, dass Nazis und Faschisten regieren! Keine Ausreden mehr! #Nazisraus #LAUTgegenRechts",negative,0
362,"Wer sich in Mitten der Meere befindet und dennoch von einem 17 Meter hohen Wasserfall begeistert ist, muss ziemlich lost sein.
Mal ganz abgesehen davon, wie schädlich das Ding für unsere Umwelt ist.",negative,0
1216,"Was heute im Norden Gaza passiert ist , interessiert euch nicht , oder ? Sie waren viel mehr als ""1300 "" Menschen da und wollen nur was zum Essen holen als eure beste moralische Armee sie nochmal angegr*** hat !!
Wartet ihr nochmal auf jemanden , der die Lügen für euch vor kaut ? Wahrheiten sieht ihr eher nicht !! Menschenleben intressiert euch auch nicht , oder ?",negative,0
387,Niemals wurde eine bessere und immer währende Entschuldigung der Faulheit mit Corona geschaffen…,negative,0
520,"Die von der EU verordnete Klimaneutralität wird ihr Verderben sein. Das IfO-Institut hat in einer Studie beleuchtet, wie stark die Wirtschaft schrumpfen muss. Der Wohlstandsverlust führt zu einer Welle an Firmenpleiten, zu hoher Arbeitslosigkeit, einem Zusammenbruch des Sozialsystems und damit des Staates. Und das alles für etwas, das nicht bewiesen ist. Die norwegische Statistikbehörde hat demletzt versucht, den Anteil des Menschen an Klimaveränderungen zu bestimmen. Sie ist gescheitert.

https://ifo.de/pressemitteilung/2023-05-19/energiegesetz-gefaehrdet-wirtschaftswachstum",negative,0
1438,"Ist der „aber die Hamas“-Fraktion eigentlich bewusst, dass der Tod von 1200 Menschen als Rechtfertigung für die Vertreibung, Bombadierung, und Aushungern von 2 mio Menschen bedeutet, dass man bei 17mio von Nazis vernichteten Menschen ALLE Deutschen hätte töten müssen?",negative,0
421,"Warum wird eigentlich so wenig darüber geredet, dass die Arbeit des #UNRWA sehr gefährlich ist, so gefährlich, dass bereits mehr als 150 Mitarbeiter bei dem Versuch getötet wurden, humanitäre Hilfe für die völlig verzweifelte Bevölkerung in #Gaza zu organisieren?",negative,0
399,"Hunderte Palästinenser in #Gaza erheben ihre Stimme gegen die #Hamas.
 
WARUM setzen sich Palästinenser im freien Europa nicht auch lautstark für die Palästinenser in #Gaza ein und protestieren gegen die Hamas, statt immer nur Juden dies und Israel jenes zu schreien?",negative,0
1414,"Die Hamas müsste nur ihre Niederlage eingestehen, die Waffen niederlegen und sich komplett ergeben und schon könnte die Not der Zivilbevölkerung aktiv international gelindert werden. Aber solange die Hamas ihren aussichtslosen Krieg weiterführt und sich dabei hinter Kindern und Kranken versteckt, solange ist sie alleine schuld an der Lage in Gaza.",negative,0
890,"Einfach AfD wählen, was die grünlinks versüfften so wie die roten Socken alles verdrehen ist kaum noch auszuhalten nur 💙💙💙💙",positive,2
634,"Da veranstaltet man in München eine große Anti-Russland-Konferenz, dann wird der Tod des Lieblings-Oppositionellen in #Russland gemeldet, und man hat gleich dessen Witwe, Julija Nawalnaja, zur Hand, um eine Rede dazu zu halten. Alles sehr schicksalhaft, oder? #MSC2024 #Nawalny",negative,0
497,"Liebe AfD Wähler*innen: Habt wenigstens soviel Ehre euch als rechtsextremistisch bezeichnen zu lassen, wenn ihr solche kruden Ideen habt. Danke :)",negative,0
294,"Ukraine deckt auf 😂😂😂😂😂
Die mussten was sagen, nicht das man denkt der Staat wäre korrupt und es würde keinen Kampf dagegen geben ☝️

Korrupt bleibt korrupt - auch die, da wird sich auch nichts änder 😆",negative,0
263,Super! Solche Projekte und Initiativen braucht es! 👍💛,positive,2
393,"Ich bemerke auch immer häufiger, dass die Menschen die Corona Zeit vergessen haben. Lockdown, Ausgangssperren, dieses ausgrenzen der ungeimpften etc.  All diese Dinge haben viele vergessen.",negative,0
600,"Die #MedienKlimaKrise ist Teil der #Klimakrise. 
Es ist ein historisches Versagen, das mit dem Versagen der Politik auf einer Stufe steht. Wer die Augen - die Titelseiten, Hauptnachrichten, Primetime-Sendungen - vor der Bedrohung verschließt, macht sich mitschuldig.",negative,0
696,"Die NATO kann man für einiges sicherlich kritisieren, aber an diesem Krieg ist einzig und allein Russland schuld!",negative,0
948,"Haben die Führungskräfte der EU den Verstand verloren, ist ihnen der Schrecken eines Weltkrieges, den wir durchleiden müssten, nicht Beweis genug? Genug ist genug! Es ist höchste Zeit für eine Politik des Friedens!",negative,0
1327,AfD ist rechts. Aber keinesfalls rechtsextrem. Da gibt es einen gewaltigen Unterschied.,positive,2
995,"Warum ist Technologieoffenheit eigentlich immer nur ""Ich hab keinen Plan, will aber dass es bleibt, drum machen wir mal nix""? Da kam noch nie ein echtes Projekt als Vorschlag oder wenn, dann eines das Zukunftsmusik ist. Stell dich hin, sag in 5 Jahren sind alle Schwerölschiffe verboten und dann wirst du in 3 Jahren ein neues Motorenmodell haben (Überspitzt gesagt). Anreize schaffen. Wenn man nichts tut ändert auch keiner was",negative,0
459,"Ganz ehrlich, mir macht der Aufstieg der AfD eine Scheißangst. Klar, als erstes gehen sie auf Migrant:innen. Und dann? Auf Queere Menschen? Auf Gewerkschaften? Auf Menschen, deren Gesinnung ihnen einfach nicht passt?",negative,0
239,Es soll einfach niemand sterben. Weder die Israelis noch die Palästinenser. Krieg trifft meistens die Zivilisten. #FreeFreedom #FreePeace✌️😩,positive,2
419,"Ich bin verwirrt. Was müssen wir zuerst retten, das #Klima oder die #Demokratie ?",negative,0
1262,"Die sind komplett irre, sie reden nach was die Corona -Oberen ihnen vorbeten. Kein eigenständiges Denken. Und die sind nicht die Mehrheit! Natürlich darf die AfD Fahne nicht fehlen.",negative,0
981,"Die Menschen die fähig sind selbstzudenken, werden sich nicht mit irgendwelchen rot/grün/schwarz/lgtbq/Palestina/Antifa Demos einschüchtern lassen.
Ich bin Migrantin und habe keine Angst vor der von den Medien herausgefundenen Deportation.
AfD will keinen deportierten sondern abschieben.
Abschieben ist gut. Das Gesetz muss angewendet werden. 
Wenn die Gesetze missachtet werden, gibt's kein Rechtsstaat mehr. Wenn die Staatsanwaltschaft auf Befehl der Regierung arbeitet, gibt's kein Rechtsstaat. In Deutschland ist es eine Tatsache. AfD muss das kranke Land heilen.",positive,2
934,"Ach die Israelischen Besatzer wollen den einheimischen Palästinensern Vorschriften machen!Und sie weiter unterdrücken und demütigen,",negative,0
513,"Die, die es bereuen könnten, sind tot.",negative,0
103,"Man, die suchen Hilfe und haben Angst, im Krieg zu sterben! Und eure Lösung ist, sie wieder nach Hause zu schicken - dorthin, wovon sie geflohen sind?",negative,0
1184,"Taurus-Leaks: Der Skandal besteht darin, dass deutsche Offiziere mit deutschen Waffen einen Angriff gegen Russland bis ins Detail planen. Ist das nicht strafbar? Die deutschen Medien lenken ab und behaupten, Scholz habe gelogen, als er sein Taurus-Veto einlegte. Völlig verrückt.
Unfassbar. Diese unfähigen Offiziere lassen sich abhören, wie sie Angriffspläne gegen Russland aushecken. Sie plaudern aus, wie man die deutsche Beteiligung vertuschen kann. Und sie verraten nebenbei, dass Briten und Amis bereits in der Ukraine stehen.",negative,0
145,Eine Katastrophe. Wir als Menschheit versagen gerade auf der ganzen Linie,negative,0
131,"Wenn man sich das Foto anschaut, hätten die lieber auf Tourismus statt Terrorismus setzen sollen. 😠
Translate post",negative,0
1494,"3x hat Biden ein Veto für eine sofortige Waffenruhe eingereicht. Er liefert Waffen an Israel. Amerikanische Journals drucken Werbung ab, für Investitionen auf Grundstücke, die im Westjordanland und Gaza nach der vollständigen Besatzung gebaut werden sollen. Und jetzt kommt er daher, und wir sollen in ihm den Retter sehen.",negative,0
688,"Es ist eigentlich nicht zum Lachen aber irgendwie ist es lustig. Ich hoffe es hat die erwischt die die größe Fre**e von allen hatten. Diejenigen die durch ihren Job gezwungen wurden wünsche ich gute Besserung. Genau aus diesem Grund habe ich mich geweigert und werde es auch weiterhin tun. Man sieht hier wie die Menschen erst erpresset werden um dann noch hängen gelassen zu werden. Spuckt mir doch lieber direkt ins Gesicht, das ist ehrlicher",positive,2
113,"eit wann sehen Terroristen aus wie Kinder und Babys? Wer hat die Hamaz gegründet? Warum stellen sich viele Israelis gegen diesen Mann? Deutsche Medien berichten so einseitig. Es ist eine Schande, was da passiert!",negative,0
684,"Es gibt nur keine Impfschäden, weil all die Geimpften im September 21 gestorben sind!!!1! 😃",negative,0
163,"Wieder reinste #Selenskij-Hofberichterstattung - einschl. der ""Spiegellüge"", #Putin wolle keinen Frieden - dabei hat Ersterer seit Amtsantritt alles getan hat, um Frieden zu verhindern (#MinskII torpediert, Friedensvertrag Istanbul abgelehnt, usw.) - von uns unterstützt.",negative,0
1224,90% standen bis inklusive ersten Lockdown hinter der Regierung. Dann wurde der Machtmissbrauch für viele ersichtlich und immer abstruser.,negative,0
1390,"Es gibt keine Rechtfertigung für Kriegsverbrechen, ethnische Säuberungen, Genozid und Terror.

Auch nicht durch andere Verbrechen, denn es gibt keine Gleichheit im Unrecht.

Jedenfalls nicht in zivilisierten Staaten.

Was sagt uns das über Israel?",negative,0
1205,"Dass Israel unter Netanjahu stark gesunken ist, damit gebe ich Ihnen Recht. Doch Israel ist unabhängig vom Regierungschef auch ein Volk. Die Sicherheit dieses Volkes ist unabhängig seiner Regierung deutsche Staatsraison. Wer Netanjahu und seine ultra rechte Regierung kritisiert, ist kein Antisemit.",neutral,1
307,"Das ist kein Problem, im Flieger werden zur Kompensation nur Papierstrohhalme verwendet. 💪",negative,0
1121,Es ist ein schmaler Grat: Erhält Biden den Friedensnobelpreis für 35.000 abgeworfene Mahlzeiten oder stellt der IStGh einen Haftbefehl aus wegen der 35.000 kaltblütig abgeschlachteten Palästinenser?,negative,0
444,"Die armen, naiven Handlanger der Regierung…",negative,0
1162,"Gibt es einen Plan B? So wie es aussieht kommt Russland langsam vorwärts.
Wäre Diplomatie nicht langsam angebracht? Ansonsten verschwindet die Ukraine gänzlich und es sterben immer mehr Menschen. Dann ist es zu spät zum verhandeln.",negative,0
963,"Sie haben sich bei #Corona verarschen lassen. 
Sie haben sich bei der #Impfung verarschen lassen. 
Sie haben sich beim #Klima verarschen lassen. 
Sie haben sich von #Correctiv verarschen lassen.

Sie werden sich auch bei allem anderen immer und immer wieder verarschen lassen.",negative,0
28,"Ein Gewinn für Australien 🇦🇺, wir kriegen nur den Schrott",negative,0
1025,Keine Waffen kein Selenskyj kein Krieg,negative,0
510,"Pfeifen im Wald: Die Dynamik im Parteisystem ist im Osten so groß wie nie. Warten wir doch erstmal ab, ob es auf Sie im September überhaupt noch ankommt. 😉",neutral,1
170,"Fragt Deutschland wie man „neutral“ wirtschaftet. Atomkraft abschalten, um sie im Ausland zu kaufen 🇩🇪🤡",negative,0
989,"Lustig, dass FFF meint, für eine gesamte Generation sprechen zu können.",negative,0
666,Das das Eis der letzte Eiszeit die ja nun schon ein paar Jahre her ist wegtaut ist ein vollkommen normaler Prozess. Auch das es immer schneller geht da immer weniger Masse da ist die sich selber kühlen kann. Das ganze ist unausweichlich. Schiebt euch die Klimakriese also gerne in den Hintern.,negative,0
737,"Es macht einfach Hoffnung! Und ich hoffe, dass sich dadurch noch viele weitere Menschen inspirieren lassen aufzustehen!",positive,2
911,"Diese Regierung und der sogenannte Verfassungsschutz ist eine Lachplatte ohne Gleichen… Kümmert euch endlich um Gerechtigkeit, Gleichbehandlung, Schutz der eigenen Bevölkerung, Sicherung des Einkommens und der Renten und so weiter und sofort… aber Hauptsache ihr steckt euch die eingezahlten Gelder in die eigene Tasche oder verpulvert sie ins Ausland… schämt euch",negative,0
772,Das muss man sich einmal Vorstellen meinem Bekannter ist mit Kündigung vom Arbeitgeber gedroht worden weil er für die AfD ist. Was ist Los in unserem Land das so etwas Passiert.,negative,0
978,"Israel ermordet seit Monaten täglich Hunderte Menschen im Gazastreifen, hält seit Jahren Tausende palästinensische Geiseln ohne Anklage in Gefängnissen fest und begeht Kriegsverbrechen u. Völkermord! Wer ist also der eigentliche Aggressor, Terrorist und Straftäter im Nahen Osten?",negative,0
652,"18. Februar und die #Hamas hat, trotz Gerichtsurteil des #IGH vom 26. Januar, die #Geiseln nicht freigelassen. 
Was macht #Südafrika als Vertreter der Hamas? Nichts! 

Das beweist, dass es bei der Klage beim IGH nur um #Israel- und #Judenhass ging.     

Belege für einen #Genozid gibt es bis heute nicht.  

#BringThemHomeNow 🇮🇱",negative,0
1308,Die provozierte Aggression richtet sich gegen die ukrainische Führung und indirekt gegen die USA als Zeichender Stärke. Hat nix mit den Ukrainern zu tun und schon gar nix mit Europa und noch weniger mit uns.,negative,0
285,"Warum? Aus NIE WIEDER, ist SCHON WIEDER geworden! Deshalb!",negative,0
1339,"Verhandlungen. Schön. Bringen nichts, solange Putin die halbe Ukraine will.",negative,0
1427,"Ob der Klimawandel auch ""menschengemacht"" ist weiß niemand mit Sicherheit, ganz im Gegenteil zum Klimabusiness.",negative,0
1453,"Eine ""Atomsau"" jagt die nächste. Putins willfährige Accounts geben gerade auf dieser Plattform alles. Die Russen scheinen echt Angst vor einer Taurus-Lieferung zu haben. Was sollte man deshalb tun? #FreeTheTaurus 🇺🇦✌️",negative,0
813,Russland ist NICHT unser Feind.,positive,2
140,"Israelische Angriffe auf Gazastreifen gehen weiter. Messerattacke nahe Tel Aviv,  US-Frachter wird im Roten Meer beschossen, Rakete auf US-Kriegsschiff abgewehrt. Iran schießt Raketen auf angebliches Mossad-Büro in Erbil und auf eine IS-Basis in Syrien. So sieht Eskalation aus",negative,0
1437,"""Hamas hat 1200 Menschen brutal abgeschlachtet, sie angezündet, Menschen den Kopf abgehackt, Babies in ihren Krippen ermordet, ...""

""Aber aber Israelische Soldaten posieren mit Feinwäsche, das heißt beide Seiten machen schlimme dinge.""

Ihr habt doch alle einen Dachschaden.",negative,0
1316,Der Plan israels war von Anfang an die Palästinenser bevorzugt zu vertreiben zur Not auch anderweitig zu beseitigen.,negative,0
821,Die israelische Regierung ist schlichtweg Muslimenfeindlich. Sowas sollte von Deutschland und anderen Ländern nicht gefördert sondern sanktioniert werden.,negative,0
293,"#Biden möchte für die Wahlen ein ganz toller Umweltschutzonkel sein.
Deswegen stoppt er weitere LNG Exporte. 

Dabei hat er ganz vergessen, dass er #Nordstream gesprengt hat und DE das LNG eigentlich gut gebrauchen kann. 

Offensichtlich sind Scholz und Habeck da auf #Desinformation reingefallen!",negative,0
1493,Man kann eine absichtlich herbeigeführte Hungersnot nicht wie eine Naturkatastrophe behandeln.,negative,0
192,Sie hungern :(,negative,0
1093,"#Putin ist ein Meisterstratege! Er hat alles erreicht, was er nie wollte. Nato-Erweiterung, 2 Jahre 3-Tage-Krieg, Russlands Kohle ist weg, seine Oligarchenbande bald pleite, Russland hat noch Devisenreserven für 1,5 Jahre und er muss dem kleinen Mann aus Nordkorea die Füße küssen.",negative,0
526,"ich will keine Putinknechte in Deutschland. Ich schlage daher vor, dass Sie von sich aus in Richtung RF das Weite suchen. 🤮",negative,0
642,"Wer sich in Russland als Oppositioneller oder Kriegsgegner engagiert und Putin die Stirn bietet, dessen Leben, Gesundheit und Freiheit ist in Gefahr. Der Tod von Alexej #Nawalny ist ein politischer Mord mit Ansage. Meine Solidarität gilt allen politischen Gefangenen in #Russland.",negative,0
1370,"""Wo kein Test, da kein Corona""

""Wo Corona, da weniger Hirn""

Bitte

Danke

🖕🏻",negative,0
1043,"Bis heute hat Israel kein einziger Beweis dafür vorgelegt, 12 UNRWA-Mitarbeiter hätten am 7.10. eine Rolle gespielt. Wie viele Palästinenser sterben aufgrund der Lügen Israels? Wie viele Palästinenser sterben aufgrund dieser Lüge? Wie viele palästinensische Kinder sterben aufgrund der Lügen Israels? Wie viele Palästinenser verhungern aufgrund der Lügen Israels? Israel muss JETZT reformiert werden ohne wenn und aber. Das kann absolut nicht mehr so weitergehen.",negative,0
957,"Wir sollten leise sein wenn Kindern schlafen, aber nicht wenn sie sterben. #Gaza #Israel",negative,0
1069,"Vor 2 Jahren war ich gegen Waffenlieferungen, inzwischen bin ich für ein Angriff auf den Kreml. Putin ist einfach zu unberechenbar!!",positive,2
1426,"""die Erde fackelt ab""

Wenn dann auch das dumme Gequatsche aufhört, soll mir das recht sein ....",negative,0
164,"Leider nur viel Gerede und kaum ernstgemeinte Anstrengungen. Besonders im Bereich Naturschutz bräuchte es viel klarere Maßnahmen und endlich eine konsequente Umsetzung der Renaturierungsziele, denn die Natur ist am Ende das was uns schützt und hilft, besser mit dem Klimawandel zurechtzukommen.",negative,0
392,"Als Hunderttausende gegen Lockdown, Impfpflicht und Freiheitseinschräkungen demonstriert haben, waren das laut Medien eine Minderheit, Verschwörungstheoretiker, Schwurbler und Nazis.
Wenn jetzt hunderttausende für linksgrüne Politik demonstrieren, dann sind das laut Medien die Mitte, die Mehrheit oder die Anständigen.
Es ist so durchschaubar...
#wirsindmehr",negative,0
984,"Es tobt der #Krieg der toten und verstümmelten Kinder in #Palestina.

Dafür gibt es keine Rechtfertigung.",negative,0
533,Der Sieg sei in Reichweite und eine Frage von Monaten??!?!? Wow also bis alle tot sind inklusive die Geiseln… Mehr als 27.000 Tote aber reicht noch nicht und es geht schon lange nicht mehr um die Befreiung der Geiseln…,negative,0
672,"1976 war es auch so, glaube ich. Weihnachten um die 16°. 1978 dann der absolute Winter.
Man nannte es früher unbeständiges Wetter 😉😉",positive,2
530,Wohin kann man Einheimische abschieben?,negative,0
756,"""Wie soll der anstehende Klima-Umbau finanziert werden?"" Warum sollte man das Klima umbauen wollen?",neutral,1
1008,"Es ist einfach unfassbar, dass man sich in Deutschland nicht mehr überall für Demokratie artikulieren kann ohne Gewalt zu befürchten.
..
Danke AfD! Nichts zerstört uns so wie Ihr!",negative,0
1449,"Auch wenn man Russland nicht in Schutt und Asche legen will,  und wer will das schon, muss man Putin rasch in der Ukraine  militärisch besiegen.",negative,0
1105,"Erst den Genozid Israels befördern indem die USA den UN-Beschluss als einzige Nation blockiert und dann Lebensmittel abwerfen - Schönen Dank! Nicaragua verklagt Deutschland vor dem IGH (Internationaler Gerichtshof) wegen Beihilfe zum Völkermord. Israel wird vorgeworfen, Genozid an den Palästinensern zu begehen. Deutschland unterstützt Israel finanziell und mit Waffen! 😡😡😡",negative,0
539,Ein Afd Verbot bitte mit sofortiger Wirkung wäre für uns alle das Beste,positive,2
647,"#Kiesewetter hat absolut RECHT.

Die #Bundeswehr wurde kaputtgespart über Jahrzehnte! Und ja, die #CDUCSU trägt hier eine Mitverantwortung. Aber entscheidend ist, jetzt etwas zu unternehmen. 

Dass Leute, die #Russland hofieren, die BW nicht gestärkt sehen wollen, geschenkt!",positive,2
926,"""AfD-Abgeordnete wollen zur Präsidentenwahl nach Russland reisen""

Die Realität:
Während Präsident Putin sich als Demokrat zur Wahl stellt, hat Diktator Selenskyj die Wahlen abgesagt, weil er weiß, dass er sie haushoch verlieren würde.

🤓",negative,0
183,Danke für 🇩🇪 Beteiligung an einem Völkerm💀rd. Dafür haben wir ja ein Händchen 👍🏼,negative,0
607,"67 Palästinenser:innen wurden heute Nacht in Rafah getötet; 
sie sind dorthin geflohen, weil Israel Rafah als sicheres Gebiet ausgewiesen hat -
nun wurden sie dort getötet.

Wer trotz der Vertreibung & dieser Tötungen Israels Krieg mit Waffenlieferungen unterstützt, macht sich mitschuldig.",negative,0
789,Statt Klimapanik jetzt die Kriegshysterie,negative,0
676,"Wer da noch an Märchen glaubt ist gut dran
Eine Klimaerwärmung hat es schon früher gegeben da brauch ich keinen Nagellack von Loctide
Wir sprechen hier von Zwischeneiszeit,für diejenigen die in Geschichtskunde gefehlt haben und einige Gletscher sind nur 500 Jahre alt
Früher war man um diese milden Winter froh,da war das Heizen nicht so teuer",negative,0
1056,"War nur ein ""Vorfall"" alles klar...kein Massaker, kein Terror, kein Gemetzel...Israel bemutzt Hunger als Waffe, daher fühlen sie sich offenbar bedroht wenn sie Nahrung für Palästinenser sehen",negative,0
1122,"auch wenn Sie weiterhin Waffen Bomben… weiterhin liefern und ich zu den Gegner dessen Politik zähle, heiße ich diese Aktion für gut.
Die Menschen haben dort nichts zu essen mehr, Sie verhungern, jede Hilfe ist gern gesehen und aus meiner Position kann ich hier nur Danke sagen, auch wenn es sich nur um ein Tropfen handelt wünsche ich mir weiterer Aktionen dieser Art.",positive,2
1225,"Es gibt Denker und Mitläufer. Das war schon immer so. Corona hat nur gezeigt, wer wir wirklich sind... 😉",negative,0
268,Wahrscheinlich sind diese ukrainischen Gefangenen schon vor Wochen in der Haft gestorben und Russland versucht dies nun zu verdecken,negative,0
368,"Hab früher bei einen Unternehmen gearbeitet, das sämtliche Kreuzfahrtschiffe dieser Firma mit Ersatzteilen versorgt. RCCL hat tatsächlich die höchsten Umweltschutz-Auflagen der Branche - die selbstverständlich immer noch ein schlechter Scherz sind angesichts von Klimakrise und der durch Kreuzfahrtschiffe angerichteten Umweltverschmutzung. Deshalb hab ich schweren Herzens die Branche gewechselt. Ich liebe diese großen Schiffe und die Technik dahinter, aber ich will nicht mehr Teil eines Systems sein, das diese Zerstörungen erst ermöglicht 💔",negative,0
476,"Ich werde mir definitiv keine Biontech Spritze mehr einverleiben, Seht lieber zu, dass ihr euch zur Rechenschaft zieht, mit euren Massen an Impfschäden und Krebserkrankungen die ihr zu (mit hoher Wahrscheinlichkeit) zu verantworten habt!",negative,0
97,"#Russland kann diesen Krieg nicht gewinnen - wie auch? Ein riesiges Land mit 40 Mio Einwohnern besetzen??? Die viel grössere UDSSR hielt im weitaus weniger dicht besiedelten & viel geringer überbauten & bewaldeten #Afghanistan gerade mal 8 Jahre durch. Die #Ukraine wird Widerstand leisten - egal wie. Wenn der Westen aber keine Waffen & Munition liefert, werden unendlich mehr #Ukrainer sterben - weil sie dann mit untauglichen Mitteln diesen Krieg weiterführen müssen. LIEFERT WAFFEN!!!
@Bundeskanzler
 
@ABaerbock
 
@spdde
 
@spdbt
 
@Die_Gruenen
 
@c_lindner
 
@ignaziocassis
 
@spschweiz
 
#F16 #Taurus #Leopard2 #Abrahams #Challenger2 #Patriots 

Aktuell: ""Wir werden mit Schaufeln kämpfen""  https://p.dw.com/p/4CvKB?maca=de-Twitter-sharing",negative,0
203,Wie soll man ihnen glauben? Wenn sie jedes Krankenhaus Bomben ? Sie zerstören die humanitären Einrichtungen und dann wollen sie den Menschen klarmachen sie lassen Hilfe durch ? Naja lügen lügen lügen,negative,0
844,"Zum Glück gibt es einen Klimawandel. Denn das Gegenteil davon ist Stillstand, wer will das, ich nicht. Einen negativ ausgeprägten Wandel, auch den Klimawandel, stoppt man nicht, sondern lenkt ihn in die richtige Bahn. Den sich jährlich wiederholende Klimawandel nennt man übrigens Jahreszeiten.",positive,2
558,"Die Sorge um Ungeimpfte war berechtigt.
Heute wissen wir, dass das allgemeine Sterberisiko, das Risiko an Long-Covid zu erkranken und auf rechte und russische Lügenpropaganda reinzufallen für Ungeimpfte erheblich höher war als für Geimpfte.
Bhakdi hat Euch Trottel verarscht.
",negative,0
660,"Jubel in Deutschland: Dank sterbender Industrie sinkt der #Gasverbrauch auf historisches Minus!
Die Arbeitslosen liegen sich in den Armen und feiern den (Etappen-)Sieg gegen das #Klima!",negative,0
519,"Nichts auf diesem Planeten ist ""klimaneutral"".",negative,0
675,"Wetterkapriolen gab es schon immer
Mit Klimawandel kann man halt Geld machen,.",negative,0
570,"Die AfD zittert vor mir, weil ich sie entlarve, kritisiere und bekämpfe. Ich lasse mich von ihrer Hetze, Lüge und Spaltung nicht einschüchtern. Ich stehe für eine bunte, offene und demokratische Gesellschaft, die sich für Klima, Frieden und Gerechtigkeit einsetzt. Ich bin ihr schlimmster Alptraum. Ich kann Eure Angst riechen🤣🤣
#LautgegenRechts",negative,0
8,Lese ich hier Kritik an Israel? 😱,negative,0
854,"Die Ukraine kann diesen Krieg, wie sie es sich vorstellt, nicht gewinnen. Jetzt gilt Kompromissbereitschaft und seinen Stolz ablegen. So viele tote Menschen für Gebiete in denen Großteils eh Russen leben…",negative,0
346,Sie sollte grundsätzlich mit mehreren Fliegern und Crews parallel fliegen. Wenn einer ausfällt kann sie dann den nächsten nehmen. Die könnten auch lustige Formationen fliegen. Und mehr Platz für regierungsfreundliche Journalisten.,negative,0
1343,"Die Menschen in der Ukraine leiden jeden Tag unter russischen Angriffen, in den besetzten Gebieten werden die Menschen massiv unterdrückt und deshalb fordern sie sehr berechtigt nach angemessenen Waffen, um sich gegen diese Aggression zu verteidigen. Worüber soll denn bei so einer massiven Verletzung der ukrainischen Souveränität verhandelt werden und was soll das für ein Frieden sein?
Die Menschen in der Ukraine brauchen weiter unsere Unterstützung! #taurusforukraine",positive,2
1180,An alle Ungesunden Lost Veganer! Fleisch und Fisch ist nunmal Qualitativ the Best High Protein für den Körper,positive,2
807,"Wer nach den etlichen Aufnahmen von hingerichteten ukrainischen Kriegsgefangenen, die nach der Eroberung von Avdijkwa aufgetaucht sind, noch immer pro-Russland ist, dem ist auch nicht mehr zu helfen.",negative,0
1263,Warum landen solche Leute nicht mit Corona im Krankenhaus und müssen dort mal zeigen wer stärker ist! Schade!😏,negative,0
1424,Palästinenser sind verantwortlich. Geliefert wie bestellt,negative,0
213,"Sie sollten sich SCHÄMEN für das, was Sie heute im #Bundestag abgelassen haben ‼️ #StandWithUkraine",negative,0
1317,"Nach wie vor ist ausschließlich die Hamas das Problem. Auf allen Ebenen. Ich weiß nicht, was dieses ewige verzerren der Fakten erreichen soll.",negative,0
1361,Ich habe auf einer COVID Station gearbeitet und kenne sehr viele die gestorben sind,negative,0
1483,"Zu warmer Winter:
Betreiber des größten Thüringer Skigebietes meldet Insolvenz an.

Kleiner Hinweis:
Man nennt es auch #Klimawandel.",negative,0
782,"Was werden die „ Kartelle“ treiben wenn die AfD über 50 % erreicht ??
Dann wird man sich wieder anbiedern und schleimen, nur um an die Macht zu kommen.
Das Deutschland vor 2015 wird es nie mehr geben, die Gesellschaft ist zutiefst gespalten.",negative,0
1139,Verantwortliche Israelis gehören vor einem Internationalen Gerichtshof verurteilt!,negative,0
426,"Wenn doch aber die heilige Ukraine, das phöse Russland bereits besiegt hat, wieso werden dann weitere Steuermilliarden da reingeballert?",negative,0
502,Wen interessiert denn bitte das Urteil dieses Regierungsschutzes?,negative,0
364,Warum muss man denn dann auf dem Schiff sein? Wenn man eh alles machen kann was man auch an Land kann....ach ja ...man muss ja möglichst viel Umwelt kaputt machen,negative,0
644,"#Nawalny stirbt in einer abgelegenen Strafkolonie, in fast völlig Isolation und permanenter Überwachung. Trotzdem gibt #Russland ""dem Westen"" die Schuld für seinen Tod. Die vielen Statements ""westlicher Führer"" seien bereits ""vorbereitet gewesen"", so daß Außenministerium 🤡",negative,0
945,Deutschland ist mittlerweile im Sozialismus angekommen und die meisten merken es nicht einmal.,negative,0
611,"Haben die echt alle nichts Besseres zu tun? 
Aber wenn ich schon wieder die Antifa-Flagge da sehe, erübrigt sich meine Frage.. 🤷‍♂️
Man fragt sich: Warum gehen die eigentlich nicht für tiefere Steuern, besseres Gesundheitswesen, besseres Bildungssystem, bessere Infrastruktur oder gegen Wohlstandsvernichtung der Ampel auf die Strasse?
Und dann kommt einem gleich die Antwort in den Sinn: 
Weil diese Themen die Demonstranten mehrheitlich entweder überfordern und/oder sie ohnehin nicht tangieren.. 🤷‍♂️",negative,0
